question_id;question_text;survey_name;directorate
Q06261;Apakah rumah memiliki sumber air minum layak?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06262;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06263;Apakah usaha memiliki izin resmi?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06264;Apakah Anda menggunakan pupuk subsidi?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06265;Apakah rumah tangga memiliki akses sanitasi layak?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06266;Apakah usaha memiliki izin resmi?;Survei Industri;Direktorat Statistik Industri
Q06267;Apakah Anda bekerja dalam seminggu terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06268;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06269;Berapa produksi komoditas utama musim panen terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06270;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06271;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06272;Berapa jumlah pekerja tetap di usaha ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06273;Berapa pendapatan usaha bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06274;Berapa luas lahan yang diusahakan rumah tangga?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06275;Apa jenis pekerjaan utama Anda?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06276;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06277;Berapa pendapatan usaha bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06278;Apa tingkat pendidikan tertinggi yang diselesaikan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06279;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06280;Bagaimana kondisi bangunan tempat tinggal?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06281;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Industri;Direktorat Statistik Industri
Q06282;Apakah Anda menggunakan pupuk subsidi?;Survei Industri;Direktorat Statistik Industri
Q06283;Bagaimana kondisi bangunan tempat tinggal?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06284;Apakah Anda menggunakan internet untuk kegiatan usaha?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06285;Berapa luas lahan yang diusahakan rumah tangga?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06286;Berapa jumlah pekerja tetap di usaha ini?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06287;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06288;Berapa produksi komoditas utama musim panen terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06289;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06290;Berapa pendapatan usaha bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06291;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06292;Berapa jarak ke fasilitas kesehatan terdekat?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06293;Berapa produksi komoditas utama musim panen terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06294;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06295;Apa jenis pekerjaan utama Anda?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06296;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06297;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06298;Apakah Anda bekerja dalam seminggu terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06299;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06300;Apakah usaha memiliki izin resmi?;Survei Industri;Direktorat Statistik Industri
Q06301;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06302;Apa jenis pekerjaan utama Anda?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06303;Apa jenis pekerjaan utama Anda?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06304;Apakah usaha memiliki izin resmi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06305;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06306;Apa jenis pekerjaan utama Anda?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06307;Berapa luas lahan yang diusahakan rumah tangga?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06308;Berapa jumlah pekerja tetap di usaha ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06309;Berapa jumlah pekerja tetap di usaha ini?;Survei Industri;Direktorat Statistik Industri
Q06310;Berapa luas lahan yang diusahakan rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06311;Apakah Anda bekerja dalam seminggu terakhir?;Survei Industri;Direktorat Statistik Industri
Q06312;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06313;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06314;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06315;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei Industri;Direktorat Statistik Industri
Q06316;Berapa pendapatan usaha bulan lalu?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06317;Apakah rumah memiliki sumber air minum layak?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06318;Bagaimana kondisi bangunan tempat tinggal?;Survei Industri;Direktorat Statistik Industri
Q06319;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06320;Apakah Anda menggunakan pupuk subsidi?;Survei Industri;Direktorat Statistik Industri
Q06321;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06322;Apakah rumah memiliki sumber air minum layak?;Survei Industri;Direktorat Statistik Industri
Q06323;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06324;Berapa pendapatan usaha bulan lalu?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06325;Apakah rumah tangga memiliki akses sanitasi layak?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06326;Berapa luas lahan yang diusahakan rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q06327;Berapa jumlah pekerja tetap di usaha ini?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06328;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei Industri;Direktorat Statistik Industri
Q06329;Berapa luas lahan yang diusahakan rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06330;Berapa luas lahan yang diusahakan rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06331;Apakah Anda menggunakan pupuk subsidi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06332;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06333;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06334;Berapa jarak ke fasilitas kesehatan terdekat?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06335;Berapa produksi komoditas utama musim panen terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06336;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06337;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06338;Berapa pendapatan usaha bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06339;Apa hubungan Anda dengan kepala rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06340;Apakah rumah tangga memiliki akses sanitasi layak?;Survei Industri;Direktorat Statistik Industri
Q06341;Berapa pendapatan usaha bulan lalu?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06342;Berapa produksi komoditas utama musim panen terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06343;Apakah usaha memiliki izin resmi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06344;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06345;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06346;Berapa luas lahan yang diusahakan rumah tangga?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06347;Apa hubungan Anda dengan kepala rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q06348;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q06349;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06350;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06351;Bagaimana kondisi bangunan tempat tinggal?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06352;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei Industri;Direktorat Statistik Industri
Q06353;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06354;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06355;Berapa jumlah pekerja tetap di usaha ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06356;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06357;Berapa jarak ke fasilitas kesehatan terdekat?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06358;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06359;Berapa jarak ke fasilitas kesehatan terdekat?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06360;Apakah Anda bekerja dalam seminggu terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06361;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei Industri;Direktorat Statistik Industri
Q06362;Apakah rumah memiliki sumber air minum layak?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06363;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06364;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q06365;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06366;Apakah usaha memiliki izin resmi?;Survei Industri;Direktorat Statistik Industri
Q06367;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06368;Berapa pendapatan usaha bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06369;Apa jenis pekerjaan utama Anda?;Survei Industri;Direktorat Statistik Industri
Q06370;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06371;Berapa jumlah pekerja tetap di usaha ini?;Survei Industri;Direktorat Statistik Industri
Q06372;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06373;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06374;Berapa produksi komoditas utama musim panen terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06375;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Industri;Direktorat Statistik Industri
Q06376;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06377;Apa jenis pekerjaan utama Anda?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06378;Berapa luas lahan yang diusahakan rumah tangga?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06379;Apakah Anda menggunakan pupuk subsidi?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06380;Bagaimana kondisi bangunan tempat tinggal?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06381;Berapa jarak ke fasilitas kesehatan terdekat?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06382;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06383;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06384;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06385;Apakah Anda menggunakan pupuk subsidi?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06386;Berapa jarak ke fasilitas kesehatan terdekat?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06387;Apakah rumah tangga memiliki akses sanitasi layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06388;Berapa jarak ke fasilitas kesehatan terdekat?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06389;Berapa luas lahan yang diusahakan rumah tangga?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06390;Apakah rumah memiliki sumber air minum layak?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06391;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei Industri;Direktorat Statistik Industri
Q06392;Berapa luas lahan yang diusahakan rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q06393;Apa jenis pekerjaan utama Anda?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06394;Apa jenis pekerjaan utama Anda?;Survei Industri;Direktorat Statistik Industri
Q06395;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06396;Berapa luas lahan yang diusahakan rumah tangga?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06397;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06398;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06399;Apakah Anda menggunakan pupuk subsidi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06400;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06401;Berapa produksi komoditas utama musim panen terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06402;Apa jenis pekerjaan utama Anda?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06403;Berapa produksi komoditas utama musim panen terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06404;Berapa produksi komoditas utama musim panen terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06405;Berapa produksi komoditas utama musim panen terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06406;Apakah Anda menggunakan pupuk subsidi?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06407;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06408;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06409;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei Industri;Direktorat Statistik Industri
Q06410;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06411;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06412;Berapa pendapatan usaha bulan lalu?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06413;Berapa produksi komoditas utama musim panen terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06414;Berapa pendapatan usaha bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06415;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06416;Berapa luas lahan yang diusahakan rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q06417;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q06418;Bagaimana kondisi bangunan tempat tinggal?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06419;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06420;Apakah Anda menggunakan pupuk subsidi?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06421;Bagaimana kondisi bangunan tempat tinggal?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q06422;Apakah rumah tangga memiliki akses sanitasi layak?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06423;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06424;Berapa produksi komoditas utama musim panen terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06425;Bagaimana kondisi bangunan tempat tinggal?;Survei Hortikultura;Direktorat Statistik Pertanian
Q06426;Apa jenis pekerjaan utama Anda?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q06427;Berapa produksi komoditas utama musim panen terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06428;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06429;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q06430;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q06431;Apakah usaha memiliki izin resmi?;Survei Hortikultura;Direktorat Statistik Pertanian
